"主卡","交易店","交易时间","POS.ID","交易号","小票序号","税后金额","税前金额","商品交易数量","商品大类","商品小类","商品编号"
42484332084,466,2016-07-21,20,202,45,15,12.8205128,1,12,121,80219938
42484332084,466,2016-07-21,20,202,47,399,341.025641,1,12,121,50298423
42484332084,466,2016-07-27,15,256,9,3.8,3.2478632,2,11,113,20215085
42484332084,466,2016-07-27,15,256,14,69,58.9743589,1,16,164,30297434
42484332084,466,2016-07-27,15,256,16,9.9,8.4615384,1,13,131,60186689
42484332084,466,2016-07-27,15,256,20,80,68.3760683,2,2,21,90167104
42484332084,466,2016-08-10,19,182,12,2.9,2.4786324,1,15,155,80234806
42484332084,466,2016-08-10,19,182,14,2.9,2.4786324,1,15,155,80192731
42484332084,466,2016-07-21,20,202,7,595,508.5470085,1,6,61,90179319
42484332084,466,2016-07-21,20,202,9,295,252.1367521,1,6,61,30210389
42484332084,466,2016-07-21,20,202,21,99,84.6153846,1,2,21,60186401
42484332084,466,2016-07-21,20,202,34,169,144.4444444,1,8,81,30280103
42484332084,466,2016-07-21,20,202,36,130,111.1111111,1,8,81,30280099
42484332084,466,2016-08-10,19,182,4,3.9,3.3333333,1,19,192,40301708
42484332084,466,2016-08-10,19,182,7,2.9,2.4786324,1,15,155,40252294
42484332084,466,2016-08-10,19,182,16,6.9,5.8974358,1,18,183,40325686
42484332084,466,2016-08-10,19,182,27,299,255.5555555,1,11,111,70235081
42484332084,466,2016-07-21,20,202,5,1299,1110.25641,1,9,95,70266505
42484332084,466,2016-07-21,20,202,30,149,127.3504273,1,3,31,80250250
42484332084,466,2016-07-21,20,202,43,4.9,4.1880341,1,19,192,40307512
42484332084,466,2016-07-27,15,256,7,3.9,3.3333333,1,6,62,90165421
42484332084,466,2016-08-10,19,182,18,13.8,11.7948717,2,18,183,60325685
42484332084,466,2016-08-10,19,182,20,19.9,17.008547,1,18,183,60189664
42484332084,466,2016-08-10,19,182,29,4.9,4.1880341,1,7,76,30176366
42484332084,466,2016-07-21,20,202,14,100,85.4700854,1,6,61,80322054
42484332084,466,2016-07-21,20,202,17,599,511.9658119,1,5,51,10272340
42484332084,466,2016-07-21,20,202,23,79,67.5213675,1,2,21,20186399
42484332084,466,2016-07-21,20,202,25,395,337.6068376,1,6,61,90210334
42484332084,466,2016-07-27,15,256,5,4.5,3.8461538,1,19,192,20188483
42484332084,466,2016-07-27,15,256,18,24.9,21.2820512,1,11,113,50278873
42484332084,466,2016-07-27,15,256,22,98,83.7606837,2,2,21,40251039
42484332084,466,2016-08-10,19,182,22,149,127.3504273,1,11,111,292584
42484521035,466,2016-07-09,18,150,15,9.9,8.4615384,1,14,143,30213547
42484521035,466,2016-07-09,18,150,21,2.9,2.4786324,1,14,143,60279037
42484521035,466,2016-07-09,18,150,6,19.9,17.008547,1,14,143,20233777
42484521035,466,2016-07-09,18,150,8,9.9,8.4615384,1,14,143,213544
42484521035,466,2016-07-09,18,150,28,59,50.4273504,1,18,183,70253353
42484521035,466,2016-07-09,18,150,13,14.9,12.7350427,1,15,155,40279726
42484521035,466,2016-07-09,18,150,17,9.9,8.4615384,1,14,143,10233787
42484521035,466,2016-07-09,18,150,19,7.9,6.7521367,1,15,155,70288324
42484521035,466,2016-07-09,18,150,4,14.9,12.7350427,1,9,92,10135584
42484521035,466,2016-07-09,18,150,23,39,33.3333333,1,18,183,70253348
42482733571,418,2016-08-14,11,71,10,15.8,13.5042735,2,15,153,307849
42482733571,418,2016-08-14,11,71,12,99,84.6153846,1,9,91,80294881
42482733571,418,2016-08-14,11,71,4,19.8,16.9230769,2,15,152,90242033
42482733571,418,2016-08-14,11,71,6,49,41.8803418,1,9,91,50294892
42482733571,418,2016-08-14,11,71,17,79,67.5213675,1,9,91,90294885
42482733571,418,2016-08-14,11,71,8,99,84.6153846,1,6,62,20227597
42482733571,418,2016-08-14,11,71,19,5.9,5.042735,1,14,142,60295023
42482733571,418,2016-08-14,11,71,21,4.5,3.8461538,1,19,192,20188483
42482774052,466,2016-07-09,25,61,26,29.9,25.5555555,1,10,103,30311133
42482774052,466,2016-07-09,25,61,13,11.6,9.9145299,4,16,162,40306032
42482774052,466,2016-07-09,25,61,6,23.6,20.1709401,4,10,103,30303680
42482774052,466,2016-07-09,25,61,15,69,58.9743589,1,10,101,90020386
42482774052,466,2016-07-09,25,61,4,79,67.5213675,1,10,101,90145126
42482774052,466,2016-07-09,25,61,8,15.8,13.5042735,2,14,141,30191673
42482774052,466,2016-07-09,25,61,17,4.9,4.1880341,1,7,76,30176366
42482774052,466,2016-07-09,25,61,19,19.8,16.9230769,2,14,143,30213547
42482774052,466,2016-07-09,25,61,21,4.9,4.1880341,1,19,192,40307512
42482777573,418,2016-07-08,15,174,4,7.9,6.7521367,1,14,142,10238983
42482780401,466,2016-07-23,25,62,15,9.9,8.4615384,1,16,163,308354
42482780401,466,2016-07-23,25,62,19,9.9,8.4615384,1,15,151,80289238
42482780401,466,2016-07-23,25,62,21,8,6.8376068,2,18,181,10180883
42482780401,466,2016-07-23,25,62,39,14.7,12.5641025,3,15,154,30289212
42482780401,466,2016-07-23,25,62,6,9.9,8.4615384,1,16,163,276305
42482780401,466,2016-07-23,25,62,26,11.8,10.08547,2,18,181,60180885
42482780401,466,2016-07-23,25,62,32,49,41.8803418,1,6,61,20307867
42482780401,466,2016-07-23,25,62,45,59,50.4273504,1,7,76,60213174
42482780401,466,2016-07-23,25,62,4,39.8,34.017094,2,13,131,80297361
42482780401,466,2016-07-23,25,62,17,19.9,17.008547,1,14,141,20277766
42482780401,466,2016-07-23,25,62,28,9.9,8.4615384,1,14,142,80174459
42482780401,466,2016-07-23,25,62,30,9.9,8.4615384,1,10,105,65529
42482780401,466,2016-07-23,25,62,41,24.9,21.2820512,1,9,94,50267563
42482780401,466,2016-07-23,25,62,43,5.8,4.9572649,2,7,76,30271226
42482780401,466,2016-07-23,25,62,8,19.9,17.008547,1,15,154,90133944
42482780401,466,2016-07-23,25,62,13,79,67.5213675,1,11,111,80196324
42482780401,466,2016-07-23,25,62,34,79,67.5213675,1,11,111,20196317
42482805293,466,2016-07-19,3,78,8,69,58.9743589,1,18,182,50290295
42482805293,466,2016-07-19,3,78,15,39.9,34.1025641,1,15,154,70275524
42482805293,466,2016-07-19,3,78,17,19.9,17.008547,1,10,105,60065531
42482805293,466,2016-07-19,3,78,30,19.9,17.008547,1,14,143,10233674
42482805293,466,2016-07-19,3,78,45,2.9,2.4786324,1,15,155,40252294
42482805293,466,2016-07-19,3,78,47,5.9,5.042735,1,14,143,40257606
42482805293,466,2016-08-22,1,9,4,19.9,17.008547,1,18,181,291990
42482805293,466,2016-07-19,3,78,13,3.9,3.3333333,1,19,192,40301708
42482805293,466,2016-07-19,3,78,19,39.9,34.1025641,1,18,182,40192634
42482805293,466,2016-07-19,3,78,32,29.9,25.5555555,1,14,143,70163692
42482805293,466,2016-07-19,3,78,38,6.9,5.8974358,1,14,143,40286637
42482805293,466,2016-07-19,3,78,43,2.9,2.4786324,1,15,155,80234806
42482805293,466,2016-07-19,3,78,21,3.9,3.3333333,1,18,183,50294095
42482805293,466,2016-07-19,3,78,23,3.9,3.3333333,1,18,183,90294828
42482805293,466,2016-07-19,3,78,28,9.9,8.4615384,1,11,113,70227632
42482805293,466,2016-07-19,3,78,34,4.9,4.1880341,1,14,143,40256174
42482805293,466,2016-07-19,3,78,4,15.8,13.5042735,2,92,921,90282321
42482805293,466,2016-07-19,3,78,6,99,84.6153846,1,18,182,290288
42482805293,466,2016-07-19,3,78,36,9.8,8.3760683,2,14,143,60256173
42483092769,466,2016-07-08,7,63,6,69,58.9743589,1,9,94,10267555
42483092769,466,2016-07-08,7,63,8,9.9,8.4615384,1,10,105,65529
42483092769,466,2016-07-08,7,63,15,39.9,34.1025641,1,14,141,90163525
42483092769,466,2016-07-08,7,63,4,4,3.4188034,1,18,182,90293273
42483092769,466,2016-07-08,7,63,13,19.8,16.9230769,2,14,141,20186040
42483092769,466,2016-07-08,7,63,17,59,50.4273504,1,14,141,20284385
42483092769,466,2016-07-08,7,63,19,299,255.5555555,1,11,111,70313960
42483122337,466,2016-07-30,18,207,12,276,235.8974358,4,18,181,40339933
42483122337,466,2016-07-30,18,207,7,7.9,6.7521367,1,3,31,302597
42483122337,466,2016-07-30,18,207,5,19.8,16.9230769,2,18,181,30239585
42483122337,466,2016-07-30,18,208,5,29.9,25.5555555,1,18,182,50290361
42483353169,330,2016-07-29,10022,60168,2,12,10.2564102,1,96,962,592246078
42483353169,330,2016-07-29,13,212,8,999,853.8461538,1,5,51,30312397
42483353169,330,2016-07-29,13,212,13,229,195.7264957,1,11,112,40255546
42483353169,330,2016-07-29,13,212,15,14.9,12.7350427,1,11,113,60163598
42483353169,330,2016-07-29,10022,60168,1,6,5.1282051,2,96,962,592200232
42483353169,330,2016-07-29,13,212,6,400,341.8803418,1,5,51,10278709
42483353169,330,2016-07-29,13,212,11,1299,1110.25641,1,4,41,50249550
42483353169,330,2016-07-29,13,212,17,19.9,17.008547,1,18,183,60189664
42483353169,330,2016-07-29,10022,60168,3,6.2,5.2991452,1,96,962,592233020
42483409295,466,2016-08-26,13,264,7,5.9,5.042735,1,16,163,30294614
42483409295,466,2016-08-03,15,257,4,59.7,51.025641,3,14,142,60173564
42483409295,466,2016-08-03,15,257,8,7.9,6.7521367,1,16,164,80297422
42483409295,466,2016-08-03,15,257,13,7.9,6.7521367,1,16,164,60300449
42483409295,466,2016-08-26,13,264,5,29.9,25.5555555,1,18,181,30291998
42483409295,466,2016-08-26,13,264,14,7.9,6.7521367,1,16,162,10308221
42483409295,466,2016-08-03,15,257,6,19.9,17.008547,1,10,105,60065531
42483409295,466,2016-08-26,13,264,9,99,84.6153846,1,11,112,30269836
42483614262,466,2016-07-16,25,95,6,12.9,11.025641,1,15,152,10283089
42483614262,466,2016-08-19,18,186,13,3.9,3.3333333,1,19,192,40301708
42483614262,466,2016-08-20,13,128,6,80,68.3760683,4,3,31,90264303
42483614262,466,2016-07-16,25,95,4,19.9,17.008547,1,14,143,70233789
42483614262,466,2016-08-19,18,186,4,129,110.2564102,1,11,112,282721
42483614262,466,2016-08-19,18,186,6,14.9,12.7350427,1,6,62,20285139
42483614262,466,2016-08-19,18,186,8,59,50.4273504,1,11,112,20269733
42483614262,466,2016-08-20,13,128,4,119,101.7094017,1,3,31,80251344
42483628122,466,2016-08-20,14,187,13,9.9,8.4615384,1,15,153,307854
42483628122,466,2016-08-20,14,187,19,14.9,12.7350427,1,10,103,20306274
42483628122,466,2016-08-20,14,187,30,39.9,34.1025641,1,18,182,90323958
42483628122,466,2016-08-20,14,187,34,69,58.9743589,1,10,101,90020386
42483628122,466,2016-08-20,14,187,43,14.9,12.7350427,1,16,162,36804586
42483628122,466,2016-08-20,14,187,45,39.9,34.1025641,1,7,76,30281621
42483628122,466,2016-08-20,14,187,51,59.8,51.1111111,2,18,181,10187808
42483628122,466,2016-08-20,14,187,15,14.9,12.7350427,1,14,143,70257544
42483628122,466,2016-08-20,14,187,17,9.9,8.4615384,1,14,143,70179546
42483628122,466,2016-08-20,14,187,26,5.8,4.9572649,2,14,143,60279037
42483628122,466,2016-08-20,14,187,49,69,58.9743589,1,18,183,20312251
42483628122,418,2016-07-09,11,5,4,5.8,4.9572649,2,7,76,30271226
42483628122,466,2016-08-20,14,187,4,198,169.2307692,2,3,33,50314017
42483628122,466,2016-08-20,14,187,6,109,93.1623931,1,3,31,40317238
42483628122,466,2016-08-20,14,187,21,5.8,4.9572649,2,19,192,30188722
42483628122,466,2016-08-20,14,187,32,99,84.6153846,1,14,141,30157631
42483628122,466,2016-08-20,14,187,36,19.9,17.008547,1,16,162,50191993
42483628122,466,2016-08-20,14,187,47,19.9,17.008547,1,18,181,90160999
42483628122,466,2016-08-26,1,407,4,39.9,34.1025641,1,15,152,30279722
42483628122,466,2016-08-26,1,407,8,149,127.3504273,1,11,111,30304298
42483628122,466,2016-08-20,14,187,8,80,68.3760683,4,3,31,20266678
42483628122,466,2016-08-20,14,187,28,24.9,21.2820512,1,14,142,300348
42483628122,466,2016-08-20,14,187,41,19.9,17.008547,1,3,31,40165466
42483628122,466,2016-08-26,1,407,6,9.9,8.4615384,1,14,142,50256705
42483632735,418,2016-07-13,17,115,4,9.9,8.4615384,1,14,143,70179546
42483632735,418,2016-07-13,17,115,12,9.9,8.4615384,1,9,91,90192957
42483632735,466,2016-07-08,3,127,4,9.9,8.4615384,1,92,921,60282327
42483632735,418,2016-07-13,17,115,17,14.9,12.7350427,1,15,152,50311472
42483632735,418,2016-07-13,17,115,19,29.9,25.5555555,1,9,94,60166139
42483632735,418,2016-07-13,17,115,6,15,12.8205128,10,15,151,40155231
42483632735,418,2016-07-13,17,115,8,7.9,6.7521367,1,16,162,10308221
42483632735,418,2016-07-13,17,115,10,9.9,8.4615384,1,14,142,60208479
42483632735,418,2016-07-13,17,115,27,4.9,4.1880341,1,7,76,90176368
42483632735,418,2016-07-13,17,115,21,2.9,2.4786324,1,14,143,60279037
42483632735,418,2016-07-13,17,115,23,7.9,6.7521367,1,14,143,308113
42483632735,418,2016-07-13,17,115,25,15.8,13.5042735,2,92,921,90282321
42483639665,466,2016-07-09,3,88,4,15.8,13.5042735,2,16,162,10272222
42483639665,466,2016-07-09,3,88,6,7.9,6.7521367,1,14,143,30257602
42483646595,330,2016-07-10,8,400,10,3.9,3.3333333,1,6,62,90165421
42483646595,330,2016-07-16,11,361,8,49,41.8803418,1,12,123,90317028
42483646595,330,2016-07-16,11,361,14,39,33.3333333,1,16,164,80208138
42483646595,330,2016-08-08,10,109,4,39.9,34.1025641,1,7,76,10238172
42483646595,330,2016-08-08,10,110,8,19.9,17.008547,1,14,143,90163691
42483646595,330,2016-08-08,10,110,10,99.5,85.042735,5,18,182,80277834
42483646595,330,2016-08-08,10,110,16,19.9,17.008547,1,9,91,40169054
42483646595,330,2016-08-08,10,110,30,59,50.4273504,1,18,183,245413
42483646595,330,2016-07-12,13,84,8,39,33.3333333,1,12,123,312520
42483646595,330,2016-07-12,13,84,14,99,84.6153846,1,14,142,60233431
42483646595,330,2016-07-16,11,361,6,4.9,4.1880341,1,14,143,40256174
42483646595,330,2016-07-16,11,361,12,17.7,15.1282051,3,16,163,70294612
42483646595,330,2016-07-16,11,361,16,39.9,34.1025641,1,7,76,10238172
42483646595,330,2016-08-08,10,110,4,4.5,3.8461538,1,19,192,20188483
42483646595,330,2016-08-08,10,110,14,7.8,6.6666666,2,6,62,70322304
42483646595,330,2016-08-08,10,110,34,7.9,6.7521367,1,18,183,10268461
42483646595,330,2016-07-10,8,400,8,49,41.8803418,1,7,76,80202080
42483646595,330,2016-07-12,13,84,12,149,127.3504273,1,15,151,151150
42483646595,330,2016-07-16,11,361,10,78,66.6666666,2,12,123,312520
42483646595,330,2016-08-08,10,110,6,79,67.5213675,1,18,183,60245410
42483646595,330,2016-08-08,10,110,12,19.9,17.008547,1,18,183,60189664
42483646595,330,2016-08-08,10,110,18,15.8,13.5042735,2,14,143,308113
42483646595,330,2016-08-08,10,110,24,12.9,11.025641,1,3,31,302597
42483646595,330,2016-07-10,8,400,4,39,33.3333333,1,12,123,312520
42483646595,330,2016-07-10,8,400,6,39.9,34.1025641,1,7,76,10238172
42483646595,330,2016-07-12,13,84,4,59.8,51.1111111,2,18,183,188337
42483646595,330,2016-07-12,13,84,6,49,41.8803418,1,12,123,90317028
42483646595,330,2016-07-12,13,84,10,14.9,12.7350427,1,15,152,137847
42483646595,330,2016-07-16,11,361,4,99,84.6153846,1,9,94,30167852
42483646595,330,2016-08-08,10,109,6,14.9,12.7350427,1,18,182,90287253
42483646595,330,2016-08-08,10,109,8,12.9,11.025641,1,18,183,295441
42483646595,330,2016-08-08,10,110,20,9.9,8.4615384,1,14,142,70134082
42483646595,330,2016-08-08,10,110,22,41.4,35.3846153,6,18,182,10196290
42483646595,330,2016-08-08,10,110,26,9.9,8.4615384,1,14,143,10134004
42483646595,330,2016-08-08,10,110,28,239.4,204.6153846,6,18,182,50238542
42483646595,330,2016-08-08,10,110,32,14.9,12.7350427,1,18,183,10171826
42483933084,466,2016-07-17,7,42,9,29.9,25.5555555,1,16,164,30187567
42483933084,466,2016-07-17,7,42,11,7.9,6.7521367,1,14,143,10134004
42484010483,466,2016-08-01,21,30,4,62.9,53.7606837,1,6,62,297015
42484240895,466,2016-08-14,24,227,4,39,33.3333333,1,12,122,50326510
42484240895,466,2016-08-14,24,227,11,19.11,16.3333333,0,12,122,10185526
42484240895,466,2016-08-14,24,227,13,51.09,43.6666666,1,12,122,50326510
42484240895,466,2016-08-14,24,227,6,19.11,16.3333333,0,12,122,10185526
42484240895,466,2016-08-14,24,227,15,132.6,113.3333333,3,12,122,10185526
42484245473,466,2016-08-17,20,101,13,39.9,34.1025641,1,7,76,70202090
42484245473,466,2016-08-17,20,101,4,24.9,21.2820512,1,11,113,10242353
42484245473,466,2016-08-17,20,101,8,29.9,25.5555555,1,7,76,60213541
42484245473,466,2016-08-17,20,104,6,1347,1151.282051,3,2,21,275891
42484245473,466,2016-08-24,15,53,4,79.8,68.2051282,2,13,131,30172245
42484245473,466,2016-08-24,15,53,6,7.8,6.6666666,2,6,62,90165421
42484245473,466,2016-08-24,15,53,13,398,340.1709401,20,10,105,60065531
42484245473,466,2016-08-17,20,101,15,249,212.8205128,1,6,61,80242359
42484245473,466,2016-08-17,20,101,19,69,58.9743589,1,7,76,50307559
42484245473,466,2016-08-17,20,104,4,148.5,126.9230769,15,18,181,30239585
42484245473,466,2016-08-24,15,53,11,41.4,35.3846153,6,18,183,40325686
42484245473,466,2016-08-17,20,101,6,19.8,16.9230769,2,7,76,90181812
42484245473,466,2016-08-17,20,101,17,49,41.8803418,1,7,76,80213540
42484250142,466,2016-08-27,24,250,8,399,341.025641,1,13,131,40274743
42484250142,466,2016-08-27,24,250,15,49,41.8803418,1,6,62,10252021
42484250142,466,2016-08-27,24,250,17,3.9,3.3333333,1,19,192,40301708
42484250142,466,2016-08-27,24,250,32,199,170.08547,1,4,44,60172772
42484250142,466,2016-08-27,24,250,39,236,201.7094017,4,8,82,90282383
42484250142,466,2016-08-27,24,250,43,40,34.1880341,2,3,31,20261058
42484250142,466,2016-08-27,24,250,19,89.7,76.6666666,3,13,131,40227879
42484250142,466,2016-08-27,24,250,34,499,426.4957264,1,13,131,90287371
42484250142,466,2016-08-27,24,250,6,7.8,6.6666666,2,15,152,60286636
42484250142,466,2016-08-27,24,250,13,6.9,5.8974358,1,18,182,60136492
42484250142,466,2016-08-27,24,250,21,39.9,34.1025641,1,7,76,10238172
42484250142,466,2016-08-27,24,250,26,39.8,34.017094,2,7,76,20201899
42484250142,466,2016-08-27,24,250,30,49,41.8803418,1,7,76,30201907
42484250142,466,2016-08-27,24,250,41,119,101.7094017,1,3,31,40251138
42484250142,466,2016-08-27,24,250,4,399,341.025641,1,10,101,20331377
42484250142,466,2016-08-27,24,250,28,6.9,5.8974358,1,18,182,50137128
42484250142,466,2016-08-27,24,250,45,100,85.4700854,2,3,31,80166671
42484396771,856,2016-07-17,20,117,4,4.9,4.1880341,1,14,141,10172798
42484396771,856,2016-07-17,20,117,6,9.9,8.4615384,1,11,113,90173119
42484401440,418,2016-07-16,19,57,10,6.9,5.8974358,1,18,183,60325685
42484401440,418,2016-07-16,10004,117782,2,16.5,14.1025641,1,96,962,592200054
42484401440,418,2016-07-16,10004,117782,8,12,10.2564102,6,96,962,592246210
42484401440,418,2016-07-16,19,57,4,3.9,3.3333333,1,6,62,60165615
42484401440,418,2016-07-16,19,57,6,5.9,5.042735,1,16,163,70294612
42484401440,418,2016-07-16,19,57,12,39,33.3333333,1,1,12,20193658
42484401440,418,2016-07-16,19,57,8,6.9,5.8974358,1,18,183,90325684
42484401440,418,2016-07-16,19,57,17,14.9,12.7350427,1,15,152,10311445
42484401440,418,2016-07-16,10004,117782,1,20,17.094017,8,96,962,592200232
42484401440,418,2016-07-16,10004,117782,3,12,10.2564102,2,96,962,999901000
42484401440,418,2016-07-16,10004,117782,4,19.5,16.6666666,1,96,962,999900174
42484401440,418,2016-07-16,10004,117782,5,12.4,10.5982905,2,96,962,592233020
42484401440,418,2016-07-16,10004,117782,6,12,10.2564102,2,96,962,592249132
42484401440,418,2016-07-16,10004,117782,7,12,10.2564102,4,96,962,592200246
42484438911,466,2016-07-23,20,318,4,399,341.025641,1,11,111,304266
42484691933,466,2016-07-18,3,259,4,69,58.9743589,1,16,164,20279949
42484764628,466,2016-08-28,18,186,15,3.9,3.3333333,1,6,62,60165615
42484764628,466,2016-08-28,18,186,19,59.8,51.1111111,2,15,151,10323090
42484764628,466,2016-08-28,18,186,6,59,50.4273504,1,12,121,40171863
42484764628,466,2016-08-28,18,186,21,49,41.8803418,1,18,181,10243319
42484764628,466,2016-08-28,18,186,4,40,34.1880341,2,12,123,40262194
42484764628,466,2016-08-28,18,186,8,14.9,12.7350427,1,16,165,30301799
42484764628,466,2016-08-28,18,186,13,9.9,8.4615384,1,15,152,90216307
42484764628,466,2016-08-28,18,186,17,29.8,25.4700854,2,15,151,146328
42484804542,418,2016-07-17,17,34,4,7.9,6.7521367,1,92,921,90282321
42484804542,418,2016-07-17,17,34,6,59,50.4273504,1,9,94,50185831
42484816617,466,2016-07-09,16,80,4,90,76.9230769,6,2,21,40180495
42484816617,466,2016-07-09,16,80,6,59,50.4273504,1,11,113,90264869
42484816617,466,2016-07-09,16,80,13,149,127.3504273,1,6,61,90189040
42484816617,466,2016-07-09,16,80,17,19.9,17.008547,1,16,163,80253258
42484816617,466,2016-07-10,16,15,6,9.9,8.4615384,1,10,105,60240506
42484816617,466,2016-07-10,16,15,15,17.9,15.2991452,1,14,141,60171329
42484816617,466,2016-07-16,3,343,5,1500,1282.051282,1,1,11,30160624
42484816617,466,2016-07-16,3,343,7,499,426.4957264,1,1,11,80323015
42484816617,466,2016-07-16,3,343,13,39,33.3333333,1,6,62,10252021
42484816617,466,2016-07-09,16,80,19,19.9,17.008547,1,13,131,80297361
42484816617,466,2016-07-09,16,80,21,59.8,51.1111111,2,18,181,90287328
42484816617,466,2016-07-09,16,80,15,49,41.8803418,1,14,142,10176819
42484816617,466,2016-07-10,16,15,4,1299,1110.25641,1,4,43,80245367
42484816617,466,2016-07-10,16,15,8,29,24.7863247,1,12,123,20310346
42484816617,466,2016-07-09,16,80,8,297,253.8461538,3,2,21,20301988
42484816617,466,2016-07-10,16,15,13,40,34.1880341,1,12,123,40279415
42484817821,418,2016-08-31,13,54,4,59,50.4273504,1,15,154,60175676
42484817821,418,2016-08-31,13,54,6,24.9,21.2820512,1,16,163,40237661
42484820649,330,2016-08-01,10,100,12,19.9,17.008547,1,6,62,20285139
42484820649,330,2016-08-01,10,100,24,14.9,12.7350427,1,9,92,10135584
42484820649,330,2016-08-24,13,109,4,14.9,12.7350427,1,10,103,20306274
42484820649,330,2016-08-01,10,100,8,2.9,2.4786324,1,18,181,40330956
42484820649,330,2016-08-01,10,100,10,9.9,8.4615384,1,9,91,70192963
42484820649,330,2016-08-01,10,100,18,19.9,17.008547,1,14,143,20176951
42484820649,330,2016-08-01,10,100,26,2.9,2.4786324,1,15,155,80234806
42484820649,330,2016-08-01,10,100,38,9.9,8.4615384,1,6,62,20243597
42484820649,330,2016-08-24,13,109,6,69,58.9743589,1,10,101,90020386
42484820649,330,2016-08-01,10,100,4,3.9,3.3333333,1,6,62,60165615
42484820649,330,2016-08-01,10,100,20,2.9,2.4786324,1,15,155,70192736
42484820649,330,2016-08-01,10,100,22,4.5,3.8461538,1,19,192,20188483
42484820649,330,2016-08-01,10,100,30,19.9,17.008547,1,7,76,70177726
42484820649,330,2016-08-01,10,100,34,2.9,2.4786324,1,15,155,80192731
42484820649,330,2016-08-24,13,109,8,24.9,21.2820512,1,12,123,175014
42484820649,330,2016-08-24,13,109,12,39.9,34.1025641,1,18,181,267221
42484820649,330,2016-08-01,10,100,6,9.9,8.4615384,1,14,143,193414
42484820649,330,2016-08-01,10,100,14,7.9,6.7521367,1,11,113,10172859
42484820649,330,2016-08-01,10,100,16,19.9,17.008547,1,13,131,182444
42484820649,330,2016-08-01,10,100,28,9.8,8.3760683,2,14,143,60256173
42484820649,330,2016-08-01,10,100,32,2.9,2.4786324,1,15,155,40252294
42484820649,330,2016-08-01,10,100,36,19.8,16.9230769,2,14,143,213544
42484820649,330,2016-08-24,13,109,10,399,341.025641,1,3,33,90283882
42484821748,418,2016-07-10,18,132,6,49,41.8803418,1,14,141,30207400
42484821748,418,2016-07-10,18,132,10,5.9,5.042735,1,16,163,10294610
42484821748,418,2016-07-10,18,132,12,5.9,5.042735,1,16,163,70294612
42484821748,418,2016-07-10,18,132,19,29.9,25.5555555,1,6,62,60182040
42484821748,418,2016-07-10,18,132,21,9.9,8.4615384,1,13,131,60186689
42484821748,418,2016-07-10,18,132,23,5.9,5.042735,1,13,131,315397
42485083422,330,2016-08-08,7,55,24,29.8,25.4700854,2,18,182,90287253
42485083422,330,2016-08-08,7,55,16,11.8,10.08547,2,18,181,60180885
42485083422,330,2016-08-08,7,55,18,14.7,12.5641025,3,7,76,90271092
42485083422,330,2016-08-08,7,55,28,49,41.8803418,1,92,921,40312274
42485083422,330,2016-08-08,7,55,4,6.9,5.8974358,1,18,183,40325686
42485083422,330,2016-08-08,7,55,6,8,6.8376068,2,18,181,60317794
42485083422,330,2016-08-08,7,55,10,4.5,3.8461538,1,19,192,20188483
42485083422,330,2016-08-08,7,55,12,239.2,204.4444444,8,18,182,60290365
42485083422,330,2016-08-08,7,55,14,8,6.8376068,2,18,181,10180883
42485083422,330,2016-08-08,7,55,20,9.9,8.4615384,1,16,163,30300592
42485083422,330,2016-08-08,7,55,22,29.9,25.5555555,1,18,182,60327340
42485083422,330,2016-08-08,7,55,32,19.9,17.008547,1,13,131,182444
42485144735,466,2016-07-07,1,336,4,39.9,34.1025641,1,9,91,40193129
42485144735,466,2016-07-07,17,270,4,9.9,8.4615384,1,9,91,10192961
42485144735,466,2016-07-07,22,186,15,11.6,9.9145299,4,19,192,30188722
42485144735,466,2016-07-07,22,186,17,5.9,5.042735,1,14,142,60295023
42485144735,466,2016-07-08,3,22,4,19.9,17.008547,1,16,163,30143187
42485144735,466,2016-07-08,3,22,8,14.9,12.7350427,1,16,163,70237711
42485144735,466,2016-07-07,1,335,6,29.9,25.5555555,1,9,94,50193317
42485144735,466,2016-07-07,22,186,19,2.9,2.4786324,1,14,143,233962
42485144735,466,2016-07-07,1,336,6,8.7,7.4358974,3,15,154,30286421
42485144735,466,2016-07-07,22,186,4,4.5,3.8461538,1,19,192,20188483
42485144735,466,2016-07-07,22,186,6,99,84.6153846,1,9,94,30167852
42485144735,466,2016-07-07,22,186,8,19.9,17.008547,1,16,163,308354
42485144735,466,2016-07-07,22,186,13,19.9,17.008547,1,14,142,80174464
42485144735,466,2016-07-08,3,22,6,19.9,17.008547,1,13,131,80297361
42485144735,466,2016-07-07,1,335,4,29.9,25.5555555,1,18,181,10187808
42485144735,466,2016-07-07,17,270,6,9.9,8.4615384,1,9,91,70192958
42485144735,466,2016-07-07,17,270,8,9.9,8.4615384,1,92,921,60282327
42485260193,466,2016-08-05,22,286,13,14.9,12.7350427,1,16,163,50196269
42485260193,466,2016-08-05,22,286,15,4.9,4.1880341,1,14,142,40233253
42485260193,466,2016-08-05,22,286,23,14.9,12.7350427,1,15,152,137847
42485260193,466,2016-08-05,22,286,4,118,100.8547008,2,8,82,20282386
42485260193,466,2016-08-05,22,286,21,9.9,8.4615384,1,14,143,10233787
42485260193,466,2016-08-05,22,286,6,29.9,25.5555555,1,14,142,10161592
42485260193,466,2016-08-05,22,286,17,6.9,5.8974358,1,18,183,90325684
